taxonomy	Av_abun	Log_av_abun	No_Samp	Total_Samp	Perc_occu	sum_DU1	sum_WF	sum_RI	IN_DU1	IN_WF	IN_RI	No_Sites	Site	Gills_Sum	Stomach_Sum	Gills_PA	Stomach_PA	Habitat_sum	Habitat	OTU_Name	Of_interest
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo129964	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo130040	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__OPB11: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo130343	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Cloacibacterium: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo130636	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo130834	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo131081	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo131193	No
k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Bifidobacteriales: f__Bifidobacteriaceae: g__Bifidobacterium: s__adolescentis	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo131712	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo131946	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae: g__Devosia: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo131979	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__GMD14H09: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo133179	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo133495	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__SBR1031: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo134680	No
k__Bacteria: p__Actinobacteria: c__Acidimicrobiia: o__Acidimicrobiales: f__C111: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo134759	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo134830	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__[Marinicellales]: f__[Marinicellaceae]: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo134996	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo135313	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__: f__: g__: s__	0.046875	-1.329058719	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo135367	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__[Entotheonellales]: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo135609	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo135633	No
k__Bacteria: p__Acidobacteria: c__OS.K: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo136116	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo137003	No
k__Bacteria: p__Planctomycetes: c__Pla3: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo137316	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Octadecabacter: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo137367	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo138835	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.046875	-1.329058719	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo139571	No
k__Bacteria: p__Acidobacteria: c__Acidobacteria.6: o__BPC015: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo139624	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.0625	-1.204119983	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo140676	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo141731	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiohalorhabdales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo141785	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo142315	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo142833	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__GMD14H09: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo143650	No
k__Bacteria: p__Fibrobacteres: c__TG3: o__TG3.1: f__MAT.CR.H6.H10: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo143892	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo144110	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__Oceanospirillaceae	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo144315	No
k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo144449	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo144756	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__GCA004: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo145161	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo145538	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo145606	No
k__Bacteria: p__Planctomycetes: c__Phycisphaerae: o__Phycisphaerales: f__Phycisphaeraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo146120	No
k__Bacteria: p__GN02: c__3BR.5F: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo146160	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo147034	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Cryptophyta: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo147648	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149272	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149320	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Polaribacter: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149489	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149530	No
k__Bacteria: p__Acidobacteria: c__: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149582	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149763	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149784	No
k__Bacteria: p__Hyd24.12: c__WM88: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo149865	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfarculales: f__Desulfarculaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo150050	No
k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Pseudonocardiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo150546	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo150999	No
k__Bacteria: p__Verrucomicrobia: c__Verruco.5: o__LD1.PB3: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo151225	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__GCA004: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo151472	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo151891	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo152206	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiohalorhabdales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo152318	No
k__Bacteria: p__Chloroflexi: c__Dehalococcoidetes: o__Dehalococcoidales: f__Dehalococcoidaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo152658	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodospirillales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo152806	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo153348	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo153496	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae: g__Rhodoplanes: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo154127	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo154597	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.0625	-1.204119983	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo155299	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Lachnospiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo156171	No
k__Bacteria: p__Acidobacteria: c__Sva0725: o__Sva0725: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo156234	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Octadecabacter: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo157234	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__Anaerolineales: f__Anaerolinaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo157467	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Sediminicola: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo157633	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo157842	No
k__Bacteria: p__Planctomycetes: c__SBZP_4958: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo157887	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo158279	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo158852	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo158920	No
k__Bacteria: p__Caldithrix: c__Caldithrixae: o__Caldithrixales: f__BA059: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo159249	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo160315	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo160470	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo160677	No
k__Bacteria: p__GN02: c__GKS2.174: o__: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo161717	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo161778	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo162041	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo163271	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Comamonadaceae: g__Rubrivivax: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo163883	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo164468	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo164476	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__[Marinicellales]: f__[Marinicellaceae]: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo164532	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo164676	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__[Marinicellales]: f__[Marinicellaceae]: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo164693	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo165216	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Aquimarina: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo165480	No
k__Bacteria: p__Fibrobacteres: c__: o__: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo165979	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__OPB11: f__: g__: s__	0.0625	-1.204119983	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo166049	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Rickettsiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo166113	No
k__Bacteria: p__SAR406: c__AB16: o__SSW63Au: f__SHAS460: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo167743	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo168118	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo168424	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__SB.1: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo168550	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo168941	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo169631	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo169887	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo170091	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo170149	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__BD7.3: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo170901	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__GCA004: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171080	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171266	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171293	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171309	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodospirillales: f__Rhodospirillaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171585	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Alteromonadaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171652	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo171880	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Flavobacterium: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo172204	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo172711	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173034	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173470	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173484	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173495	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__HTCC2188: g__HTCC: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173920	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiohalorhabdales: f__Thiohalorhabdaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	1	0	0	1	0	0	1	DU	1	0	1	0	1	Gills	denovo173921	No
